employee_id,full_name,gender,age_at_hire,branch,department,job_level,monthly_salary_bdt,hire_source,hire_date,termination_date,exit_reason,is_active,performance_rating,attendance_rate_pct,leave_balance_days,manager_id,tenure_days,tenure_months
EMP0040,Christian Farmer,Male,26,Dhaka - Mirpur,Warehouse & Logistics,Mid,36757,Campus hiring,2022-12-19,,,True,3,90.3,13.1,EMP0010,1280,42.0
EMP0041,Richard Moreno,Male,23,Chattogram,IT & Systems,Mid,26980,Online application,2023-01-21,,,True,2,79.1,8.9,EMP0003,1247,41.0
EMP0042,Fred Smith,Male,20,Rajshahi,Sales & Retail Ops,Entry,21854,Agency,2025-10-03,,,True,4,87.9,5.9,EMP0040,261,8.6
EMP0043,Shawn Decker,Male,29,Khulna,Marketing,Entry,16784,Walk-in,2025-10-27,,,True,4,89.0,3.2,EMP0012,237,7.8
EMP0044,Amy Humphrey,Female,29,Khulna,Warehouse & Logistics,Manager,118993,Employee referral,2026-01-13,,,True,5,96.4,14.5,EMP0007,159,5.2
EMP0045,Bradley Tucker,Male,27,Chattogram,Sales & Retail Ops,Mid,30495,Online application,2026-03-18,,,True,2,100.0,7.3,EMP0015,95,3.1
EMP0046,Philip Cannon,Male,39,Dhaka - Gulshan,HR & Admin,Entry,20146,Employee referral,2022-09-10,2022-09-24,Resignation - personal reasons,False,1,97.1,0.0,EMP0044,14,0.5
EMP0047,John Pierce,Male,19,Head Office,Merchandising,Manager,110675,Walk-in,2026-05-18,,,True,3,89.8,13.1,EMP0017,34,1.1
EMP0048,Shelia Henderson,Female,33,Dhaka - Mirpur,Merchandising,Entry,16004,Campus hiring,2024-07-02,2025-11-18,Relocation,False,3,90.8,0.0,EMP0013,504,16.6
EMP0049,Kimberly Blair,Female,19,Dhaka - Gulshan,Finance & Accounts,Entry,23079,Employee referral,2024-11-24,,,True,3,89.0,13.4,EMP0043,574,18.9
EMP0050,Emily Carney,Female,22,Dhaka - Mirpur,Warehouse & Logistics,Manager,96251,Employee referral,2025-03-18,2025-04-12,Relocation,False,3,100.0,1.3,EMP0033,25,0.8
EMP0051,Jeffrey Holmes,Male,19,Dhaka - Gulshan,Warehouse & Logistics,Entry,16512,Online application,2023-01-21,,,True,2,94.1,12.3,EMP0044,1247,41.0
EMP0052,Danny Morgan,Male,29,Khulna,Sales & Retail Ops,Mid,39500,Online application,2025-12-07,,,True,4,85.0,17.4,EMP0051,196,6.4
EMP0053,David Robinson,Male,20,Sylhet,HR & Admin,Mid,29147,Online application,2023-07-09,,,True,3,91.0,6.7,EMP0051,1078,35.4
EMP0054,Lynn Perez,Female,29,Khulna,HR & Admin,Entry,25435,Walk-in,2025-03-12,,,True,3,87.4,9.8,EMP0016,466,15.3
EMP0055,Scott Jones,Male,23,Sylhet,Sales & Retail Ops,Entry,18479,Online application,2023-09-02,,,True,4,100.0,8.0,EMP0005,1023,33.6
EMP0056,Maureen Lewis,Female,35,Chattogram,Quality Control,Mid,31881,Online application,2024-04-15,,,True,4,92.2,8.1,EMP0045,797,26.2
EMP0057,Timothy Duncan,Male,27,Dhaka - Mirpur,Finance & Accounts,Senior,65289,Walk-in,2024-06-15,,,True,3,100.0,11.7,EMP0034,736,24.2
EMP0058,Richard Aguirre,Male,28,Chattogram,Merchandising,Senior,61223,Online application,2023-02-03,,,True,3,96.6,14.1,EMP0036,1234,40.5
EMP0059,Brent Jordan,Male,23,Sylhet,Marketing,Senior,53938,Online application,2025-07-19,,,True,4,97.1,10.3,EMP0036,337,11.1
EMP0060,John Daniel,Male,29,Chattogram,Sales & Retail Ops,Senior,50002,Agency,2025-08-29,,,True,4,89.0,6.5,EMP0050,296,9.7
EMP0061,William Garcia,Male,28,Chattogram,HR & Admin,Entry,20107,Walk-in,2023-11-11,2025-03-09,Resignation - personal reasons,False,2,91.8,2.0,EMP0009,484,15.9
EMP0062,Gerald Hensley,Male,20,Dhaka - Mirpur,Warehouse & Logistics,Entry,25817,Online application,2024-05-31,,,True,2,100.0,9.8,EMP0004,751,24.7
EMP0063,Connor West,Male,31,Dhaka - Mirpur,Warehouse & Logistics,Senior,47745,Agency,2025-06-19,,,True,3,97.9,12.5,EMP0025,367,12.1
EMP0064,Donald Wright,Male,30,Chattogram,Marketing,Entry,24867,Agency,2026-02-15,,,True,2,82.3,5.1,EMP0048,126,4.1
EMP0065,Jeremy Callahan,Male,27,Chattogram,Merchandising,Entry,25879,Walk-in,2024-07-01,,,True,4,97.6,5.6,EMP0052,720,23.7
EMP0066,Amber Kidd,Female,24,Khulna,Quality Control,Senior,52518,Agency,2024-11-18,,,True,3,93.1,13.7,EMP0004,580,19.1
EMP0067,Wayne House,Male,19,Dhaka - Mirpur,Warehouse & Logistics,Senior,56191,Online application,2023-09-28,,,True,2,95.4,9.5,EMP0044,997,32.8
EMP0068,Carol Tucker,Female,27,Khulna,Warehouse & Logistics,Mid,28782,Walk-in,2023-09-15,2024-02-07,Resignation - personal reasons,False,3,88.1,12.4,EMP0045,145,4.8
EMP0069,James Brown,Male,19,Dhaka - Gulshan,Sales & Retail Ops,Manager,91576,Walk-in,2022-05-24,,,True,3,100.0,11.6,EMP0020,1489,48.9
EMP0070,Victoria Baker,Female,29,Dhaka - Gulshan,Warehouse & Logistics,Entry,20846,Walk-in,2024-08-12,2024-09-03,Resignation - personal reasons,False,2,88.1,5.0,EMP0015,22,0.7
EMP0071,Jesse Henderson,Male,24,Khulna,Sales & Retail Ops,Entry,17191,Online application,2026-03-30,,,True,3,84.3,4.4,EMP0049,83,2.7
EMP0072,Whitney Peters,Female,28,Chattogram,Finance & Accounts,Entry,24691,Walk-in,2025-03-23,,,True,3,82.5,14.3,EMP0016,455,14.9
EMP0073,Christopher Phillips,Male,19,Khulna,Merchandising,Entry,23419,Walk-in,2025-05-07,,,True,4,91.2,10.0,EMP0002,410,13.5
EMP0074,Ms. Kimberly Adkins,Female,35,Rajshahi,IT & Systems,Entry,25435,Agency,2025-04-03,,,True,3,96.9,12.1,EMP0056,444,14.6
EMP0075,Kevin Shaw,Male,29,Dhaka - Mirpur,Merchandising,Mid,36150,Employee referral,2026-03-20,,,True,4,92.3,11.6,EMP0035,93,3.1
EMP0076,Christopher Yu,Male,27,Dhaka - Gulshan,Sales & Retail Ops,Manager,96016,Employee referral,2024-07-23,,,True,2,100.0,8.9,EMP0049,698,22.9
EMP0077,Cody Larson,Male,28,Dhaka - Gulshan,Warehouse & Logistics,Entry,22316,Walk-in,2024-03-01,,,True,3,93.6,6.9,EMP0036,842,27.7
EMP0078,David Wilson,Male,34,Chattogram,Merchandising,Entry,22190,Online application,2024-05-18,,,True,3,100.0,6.9,EMP0061,764,25.1
EMP0079,David Wheeler,Male,34,Sylhet,Warehouse & Logistics,Senior,50053,Employee referral,2023-07-23,2023-08-21,Resignation - personal reasons,False,2,92.1,1.6,EMP0061,29,1.0
EMP0080,Jason Silva,Male,22,Chattogram,Warehouse & Logistics,Manager,121620,Online application,2024-02-25,2024-10-09,Resignation - better opportunity,False,2,80.3,1.9,EMP0025,227,7.5
EMP0081,Taylor Harris,Female,19,Dhaka - Gulshan,Finance & Accounts,Manager,95355,Employee referral,2023-05-29,2023-08-22,Resignation - personal reasons,False,2,90.0,3.8,EMP0068,85,2.8
EMP0082,David Foster,Male,30,Sylhet,Marketing,Senior,64516,Online application,2024-03-10,,,True,3,97.5,15.9,EMP0017,833,27.4
EMP0083,Elizabeth Stewart,Female,20,Dhaka - Gulshan,Marketing,Mid,40785,Agency,2023-01-19,,,True,3,100.0,8.2,EMP0002,1249,41.0
EMP0084,Benjamin Ellis,Male,19,Sylhet,Warehouse & Logistics,Entry,18193,Campus hiring,2022-07-24,,,True,4,92.3,15.0,EMP0009,1428,46.9
EMP0085,Dr. Benjamin Lewis III,Male,28,Chattogram,Sales & Retail Ops,Mid,33266,Online application,2023-03-07,2024-12-01,Other,False,2,100.0,4.9,EMP0016,635,20.9
EMP0086,Stanley Suarez,Male,24,Chattogram,Warehouse & Logistics,Mid,33190,Online application,2025-09-28,,,True,3,86.6,9.4,EMP0039,266,8.7
EMP0087,Brooke Bass,Female,19,Rajshahi,Marketing,Entry,20780,Employee referral,2025-02-28,,,True,3,99.4,16.2,EMP0027,478,15.7
EMP0088,Logan Archer,Male,19,Sylhet,Sales & Retail Ops,Entry,19419,Walk-in,2024-12-12,2026-02-25,Performance-related,False,2,89.9,7.6,EMP0061,440,14.5
EMP0089,Aimee Montoya,Female,32,Dhaka - Gulshan,Sales & Retail Ops,Mid,34427,Employee referral,2024-07-28,,,True,3,86.9,8.9,EMP0081,693,22.8
EMP0090,Matthew Mcmillan,Male,34,Sylhet,IT & Systems,Entry,19374,Walk-in,2023-07-29,2025-03-26,Resignation - better opportunity,False,2,99.9,6.1,EMP0008,606,19.9
EMP0091,Brian Rodriguez,Male,27,Dhaka - Mirpur,Sales & Retail Ops,Mid,39051,Walk-in,2023-11-15,,,True,3,97.9,18.2,EMP0090,949,31.2
EMP0092,Dominic Jacobs,Male,25,Chattogram,Sales & Retail Ops,Mid,36674,Agency,2025-02-12,,,True,3,100.0,10.3,EMP0078,494,16.2
EMP0093,Christina Walters,Female,28,Dhaka - Gulshan,Sales & Retail Ops,Manager,122267,Campus hiring,2025-01-13,,,True,1,98.8,12.6,EMP0087,524,17.2
EMP0094,John Whitehead,Male,26,Rajshahi,Merchandising,Mid,26137,Online application,2024-10-28,,,True,3,91.3,3.3,EMP0075,601,19.7
EMP0095,Brandon Henderson,Male,19,Chattogram,IT & Systems,Manager,95169,Online application,2024-05-21,,,True,4,95.3,4.5,EMP0021,761,25.0
EMP0096,April Wise,Female,19,Dhaka - Gulshan,HR & Admin,Entry,17906,Online application,2025-11-13,,,True,4,82.4,16.0,EMP0041,220,7.2
EMP0097,Deborah Figueroa,Female,20,Dhaka - Gulshan,Sales & Retail Ops,Senior,64415,Walk-in,2025-11-27,,,True,3,97.5,8.8,EMP0060,206,6.8
EMP0098,Jessica Smith,Female,29,Chattogram,Sales & Retail Ops,Entry,19266,Employee referral,2025-03-20,,,True,3,84.8,12.0,EMP0071,458,15.0
EMP0099,Stephen Mckee,Male,22,Dhaka - Mirpur,Sales & Retail Ops,Senior,63969,Employee referral,2022-05-17,,,True,2,84.4,9.2,EMP0091,1496,49.1
EMP0100,Ruben Aguilar,Male,24,Dhaka - Mirpur,Merchandising,Mid,28593,Agency,2026-06-12,,,True,2,89.2,8.9,EMP0016,9,0.3
EMP0101,Cameron Parker,Male,23,Sylhet,Sales & Retail Ops,Manager,90574,Online application,2025-07-02,,,True,3,92.3,9.1,EMP0061,354,11.6
EMP0102,Rebecca Valencia,Female,27,Dhaka - Gulshan,Merchandising,Entry,17276,Agency,2024-10-13,,,True,3,92.8,10.2,EMP0036,616,20.2
EMP0103,Christine Wright,Female,36,Khulna,Quality Control,Entry,24150,Walk-in,2023-10-10,,,True,3,95.4,6.9,EMP0076,985,32.4
EMP0104,Richard Henson,Male,43,Sylhet,HR & Admin,Senior,59302,Online application,2024-09-09,,,True,4,92.2,6.2,EMP0049,650,21.4
EMP0105,Lisa Moore,Female,22,Chattogram,Warehouse & Logistics,Entry,22882,Walk-in,2025-01-08,,,True,3,88.4,12.3,EMP0006,529,17.4
EMP0106,Sean Cherry,Male,21,Dhaka - Gulshan,Warehouse & Logistics,Senior,43062,Employee referral,2026-06-07,,,True,2,88.4,8.6,EMP0020,14,0.5
EMP0107,Stanley Johnson,Male,25,Chattogram,Sales & Retail Ops,Mid,32288,Agency,2026-01-20,,,True,1,100.0,4.8,EMP0068,152,5.0
EMP0108,Evelyn Galvan,Female,40,Rajshahi,Sales & Retail Ops,Entry,22371,Walk-in,2026-05-17,,,True,4,90.4,16.3,EMP0034,35,1.1
EMP0109,Sharon Cochran,Female,19,Dhaka - Gulshan,HR & Admin,Mid,32738,Agency,2025-12-30,,,True,2,94.4,13.4,EMP0041,173,5.7
EMP0110,Richard Rodriguez,Male,19,Sylhet,Quality Control,Mid,37706,Walk-in,2025-03-10,,,True,3,89.1,8.1,EMP0037,468,15.4
EMP0111,Scott Walker,Male,27,Head Office,Finance & Accounts,Entry,22986,Agency,2025-03-31,,,True,3,92.9,11.8,EMP0089,447,14.7
EMP0112,Joe Torres,Male,28,Dhaka - Gulshan,Sales & Retail Ops,Entry,21560,Online application,2024-03-06,2024-06-10,Resignation - better opportunity,False,4,100.0,3.7,EMP0088,96,3.2
EMP0113,Crystal Johnson,Female,21,Khulna,Sales & Retail Ops,Entry,25333,Walk-in,2025-03-13,,,True,3,94.3,16.8,EMP0019,465,15.3
EMP0114,Erin Lin,Female,19,Dhaka - Gulshan,HR & Admin,Mid,28048,Online application,2026-02-23,,,True,3,86.2,11.1,EMP0070,118,3.9
EMP0115,Mr. Martin Ross,Male,23,Dhaka - Mirpur,Warehouse & Logistics,Entry,22988,Online application,2025-04-07,2025-05-04,Contract end,False,3,87.8,2.5,EMP0026,27,0.9
EMP0116,Joshua Crosby Jr.,Male,30,Head Office,Quality Control,Entry,18219,Walk-in,2024-03-07,,,True,2,100.0,7.6,EMP0003,836,27.5
EMP0117,Mr. Victor Baker,Male,30,Head Office,HR & Admin,Entry,19490,Employee referral,2025-06-07,,,True,3,95.2,7.6,EMP0078,379,12.5
EMP0118,Jessica Chandler,Female,30,Khulna,IT & Systems,Senior,61019,Employee referral,2023-08-07,,,True,3,96.5,12.0,EMP0025,1049,34.5
EMP0119,Lisa Dixon,Female,24,Sylhet,HR & Admin,Mid,35444,Employee referral,2025-12-13,,,True,2,95.4,8.3,EMP0083,190,6.2
EMP0120,Kenneth Scott,Male,31,Dhaka - Mirpur,IT & Systems,Entry,23546,Agency,2023-01-30,,,True,3,97.9,3.2,EMP0054,1238,40.7
EMP0121,April Frost,Female,25,Dhaka - Mirpur,Sales & Retail Ops,Mid,36641,Agency,2024-11-13,,,True,4,88.9,1.1,EMP0033,585,19.2
EMP0122,Nathan Harmon,Male,19,Rajshahi,Marketing,Manager,74565,Employee referral,2026-01-20,,,True,4,81.8,14.0,EMP0010,152,5.0
EMP0123,Helen Jones,Female,31,Dhaka - Mirpur,Marketing,Senior,53246,Campus hiring,2026-05-29,,,True,1,94.4,13.1,EMP0047,23,0.8
EMP0124,Gary Edwards,Male,19,Dhaka - Mirpur,Warehouse & Logistics,Entry,17970,Employee referral,2024-03-22,2024-05-08,Resignation - better opportunity,False,2,98.5,8.4,EMP0082,47,1.5
EMP0125,Nathan Evans,Male,30,Head Office,Sales & Retail Ops,Entry,21742,Online application,2026-02-06,,,True,5,94.1,11.0,EMP0029,135,4.4
EMP0126,Jennifer Powell,Female,31,Sylhet,HR & Admin,Mid,36789,Walk-in,2025-04-21,2025-07-26,Resignation - better opportunity,False,4,90.0,5.6,EMP0064,96,3.2
EMP0127,Cameron Fisher,Male,29,Dhaka - Mirpur,Sales & Retail Ops,Mid,36049,Campus hiring,2024-03-26,,,True,3,99.2,8.0,EMP0070,817,26.8
EMP0128,Michael Orr,Male,22,Chattogram,Finance & Accounts,Entry,23326,Online application,2022-11-20,,,True,1,93.3,20.0,EMP0122,1309,43.0
EMP0129,Eric Kelley,Male,24,Dhaka - Gulshan,HR & Admin,Entry,19719,Online application,2023-08-18,,,True,2,98.8,13.9,EMP0095,1038,34.1
EMP0130,Dustin Jordan,Male,34,Chattogram,Marketing,Entry,16094,Walk-in,2023-05-25,,,True,4,97.3,16.3,EMP0117,1123,36.9
EMP0131,Mary Marshall,Female,19,Dhaka - Mirpur,Sales & Retail Ops,Mid,31779,Online application,2022-07-22,,,True,4,96.9,9.8,EMP0053,1430,47.0
EMP0132,Daniel Kennedy,Male,25,Dhaka - Mirpur,Finance & Accounts,Entry,18443,Online application,2026-01-20,2026-02-17,Relocation,False,2,96.9,10.3,EMP0001,28,0.9
EMP0133,Robert Jackson,Male,29,Dhaka - Gulshan,Marketing,Manager,83343,Walk-in,2025-10-26,,,True,3,88.3,11.9,EMP0034,238,7.8
EMP0134,Jose Schultz,Male,23,Dhaka - Mirpur,IT & Systems,Entry,24795,Walk-in,2023-04-26,,,True,3,91.0,8.1,EMP0030,1152,37.8
EMP0135,Robert Potter,Male,40,Khulna,Warehouse & Logistics,Senior,45417,Online application,2022-12-12,,,True,3,89.5,9.5,EMP0012,1287,42.3
EMP0136,Danny Gonzalez,Male,30,Khulna,Quality Control,Mid,41496,Walk-in,2025-04-13,,,True,2,87.5,11.0,EMP0103,434,14.3
EMP0137,David Alvarez,Male,31,Chattogram,Sales & Retail Ops,Mid,40579,Online application,2026-02-24,,,True,3,85.3,4.8,EMP0033,117,3.8
EMP0138,Benjamin Perry,Male,24,Dhaka - Gulshan,HR & Admin,Mid,29600,Online application,2026-06-14,,,True,3,91.9,11.3,EMP0111,7,0.2
EMP0139,Cheyenne Horton,Female,19,Dhaka - Mirpur,Finance & Accounts,Senior,54312,Employee referral,2025-09-19,,,True,3,91.6,12.8,EMP0116,275,9.0
EMP0140,David Douglas,Male,23,Rajshahi,Warehouse & Logistics,Senior,46757,Online application,2025-08-01,2026-01-07,Resignation - better opportunity,False,2,95.7,4.1,EMP0040,159,5.2
EMP0141,Paul Carrillo,Male,22,Khulna,Warehouse & Logistics,Entry,20243,Employee referral,2024-06-25,,,True,3,93.0,10.6,EMP0034,726,23.9
EMP0142,Jeffery Thompson,Male,22,Chattogram,Merchandising,Mid,35984,Online application,2023-01-10,,,True,1,100.0,8.7,EMP0109,1258,41.3
EMP0143,Joseph Williams,Male,23,Rajshahi,Finance & Accounts,Manager,95965,Online application,2024-02-25,2024-09-28,Performance-related,False,2,92.8,1.8,EMP0058,216,7.1
EMP0144,Ryan Bryant,Male,32,Rajshahi,Warehouse & Logistics,Mid,28065,Walk-in,2023-10-30,,,True,2,100.0,17.8,EMP0143,965,31.7
EMP0145,Michael Travis,Male,33,Dhaka - Mirpur,Marketing,Senior,47232,Employee referral,2023-05-08,,,True,1,90.9,8.5,EMP0087,1140,37.5
EMP0146,Tiffany Vance,Female,22,Dhaka - Gulshan,Sales & Retail Ops,Entry,24038,Employee referral,2022-09-10,,,True,3,93.4,13.8,EMP0024,1380,45.3
EMP0147,Nathan Wagner,Male,29,Khulna,Sales & Retail Ops,Entry,16054,Employee referral,2024-03-24,,,True,2,92.5,10.1,EMP0146,819,26.9
EMP0148,Kimberly Merritt,Female,30,Sylhet,Quality Control,Entry,21954,Walk-in,2022-07-19,,,True,2,89.9,12.0,EMP0109,1433,47.1
EMP0149,Karen Green,Female,36,Chattogram,Warehouse & Logistics,Entry,23776,Online application,2022-12-23,,,True,3,100.0,11.7,EMP0125,1276,41.9
EMP0150,Marcia Cannon,Female,19,Chattogram,Sales & Retail Ops,Entry,20547,Walk-in,2022-08-02,,,True,2,94.4,7.1,EMP0036,1419,46.6
EMP0151,Mark Hill,Male,28,Khulna,Sales & Retail Ops,Entry,18198,Walk-in,2024-06-23,,,True,3,96.2,11.0,EMP0059,728,23.9
EMP0152,Dustin Nelson,Male,20,Chattogram,IT & Systems,Senior,65236,Walk-in,2026-01-10,2026-04-01,Relocation,False,2,100.0,0.0,EMP0081,81,2.7
EMP0153,Joshua Taylor,Male,33,Sylhet,Merchandising,Mid,40596,Walk-in,2022-12-26,,,True,2,98.7,8.6,EMP0118,1273,41.8
EMP0154,Melissa Mccarthy,Female,32,Rajshahi,Quality Control,Entry,21986,Employee referral,2023-08-30,,,True,3,91.0,15.4,EMP0102,1026,33.7
EMP0155,Jennifer Daniels,Female,36,Rajshahi,Finance & Accounts,Entry,19186,Employee referral,2022-09-27,,,True,3,88.2,16.5,EMP0050,1363,44.8
EMP0156,Christine Fisher,Female,27,Rajshahi,Warehouse & Logistics,Mid,33368,Walk-in,2025-11-15,2026-02-02,Resignation - better opportunity,False,3,93.1,5.4,EMP0155,79,2.6
EMP0157,Lauren Dominguez,Female,28,Dhaka - Mirpur,Finance & Accounts,Entry,24996,Online application,2025-03-24,,,True,2,95.4,3.2,EMP0149,454,14.9
EMP0158,Pamela James,Female,36,Chattogram,Marketing,Mid,41512,Agency,2025-03-19,,,True,3,87.6,6.4,EMP0039,459,15.1
EMP0159,Heather Molina,Female,35,Chattogram,Warehouse & Logistics,Mid,39018,Online application,2025-02-03,,,True,4,87.0,12.0,EMP0119,503,16.5
EMP0160,Troy Barnes,Male,34,Chattogram,Sales & Retail Ops,Senior,44969,Agency,2026-01-13,,,True,2,81.9,6.0,EMP0130,159,5.2
EMP0161,Kimberly Morrison,Female,28,Chattogram,Merchandising,Manager,129120,Agency,2022-06-24,,,True,2,89.3,4.4,EMP0049,1458,47.9
EMP0162,Daniel Graham,Male,31,Dhaka - Gulshan,Warehouse & Logistics,Entry,21415,Agency,2022-11-30,,,True,3,97.5,16.0,EMP0022,1299,42.7
EMP0163,George Shelton,Male,38,Chattogram,Sales & Retail Ops,Entry,17333,Online application,2024-07-06,2024-09-06,Resignation - better opportunity,False,2,93.6,4.7,EMP0073,62,2.0
